product_id,order_discounted_price,Order ID,date,product_name,category,product_discounted_price,actual_price,discount_percentage,rating,rating_count,customer_id,location,order_month,order_year,price_ratio
B08Y1TFSP6,149.0,ORD6,2026-10-15,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149.0,1000.0,85,3.9,24870.0,CUST6,North America,10,2026,0.149
B08Y1TFSP6,149.0,ORD6,2026-10-15,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149.0,1000.0,85,3.9,24870.0,CUST6,North America,10,2026,0.149
B08WRWPM22,176.63,ORD7,2025-10-30,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,176.63,499.0,65,4.1,15188.0,CUST7,Australia,10,2025,0.35396793587174347
B08WRWPM22,176.63,ORD7,2025-10-30,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,176.63,499.0,65,4.1,15189.0,CUST7,Australia,10,2025,0.35396793587174347
B08WRWPM22,176.63,ORD7,2025-10-30,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,176.63,499.0,65,4.1,15189.0,CUST7,Australia,10,2025,0.35396793587174347
B08DDRGWTJ,229.0,ORD8,2023-10-05,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,229.0,299.0,23,4.3,30411.0,CUST8,South America,10,2023,0.7658862876254181
B08DDRGWTJ,229.0,ORD8,2023-10-05,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,229.0,299.0,23,4.3,30411.0,CUST8,South America,10,2023,0.7658862876254181
B08DDRGWTJ,229.0,ORD8,2023-10-05,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,229.0,299.0,23,4.3,30411.0,CUST8,South America,10,2023,0.7658862876254181
B008IFXQFU,499.0,ORD9,2024-08-22,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,499.0,999.0,50,4.2,179691.0,CUST9,Europe,8,2024,0.4994994994994995
B082LZGK39,199.0,ORD10,2025-12-30,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,299.0,33,4.0,43994.0,CUST10,Asia,12,2025,0.6655518394648829
B082LZGK39,199.0,ORD10,2025-12-30,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,299.0,33,4.0,43994.0,CUST10,Asia,12,2025,0.6655518394648829
B08CF3D7QR,154.0,ORD11,2024-08-23,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154.0,339.0,55,4.3,13391.0,CUST11,Australia,8,2024,0.45427728613569324
B08CF3D7QR,154.0,ORD11,2024-08-23,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154.0,339.0,55,4.3,13391.0,CUST11,Australia,8,2024,0.45427728613569324
B08CF3D7QR,154.0,ORD11,2024-08-23,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154.0,339.0,55,4.3,13391.0,CUST11,Australia,8,2024,0.45427728613569324
B0789LZTCJ,299.0,ORD12,2026-11-21,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,799.0,63,4.2,94363.0,CUST12,North America,11,2026,0.3742177722152691
B0789LZTCJ,299.0,ORD12,2026-11-21,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,799.0,63,4.2,94364.0,CUST12,North America,11,2026,0.3742177722152691
B07KSMBL2H,219.0,ORD13,2023-11-11,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",219.0,700.0,69,4.4,426973.0,CUST13,North America,11,2023,0.31285714285714283
B07KSMBL2H,219.0,ORD13,2023-11-11,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",219.0,700.0,69,4.4,426972.0,CUST13,North America,11,2023,0.31285714285714283
B085DTN6R2,350.0,ORD14,2024-12-06,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,350.0,899.0,61,4.2,2262.0,CUST14,Asia,12,2024,0.389321468298109
B085DTN6R2,350.0,ORD14,2024-12-06,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,350.0,899.0,61,4.2,2263.0,CUST14,Asia,12,2024,0.389321468298109
B085DTN6R2,350.0,ORD14,2024-12-06,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,350.0,899.0,61,4.2,2262.0,CUST14,Asia,12,2024,0.389321468298109
B09KLVMZ3B,159.0,ORD15,2024-07-05,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,159.0,399.0,60,4.1,4768.0,CUST15,Europe,7,2024,0.39849624060150374
B09KLVMZ3B,159.0,ORD15,2024-07-05,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,159.0,399.0,60,4.1,4768.0,CUST15,Europe,7,2024,0.39849624060150374
B09KLVMZ3B,159.0,ORD15,2024-07-05,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,159.0,399.0,60,4.1,4768.0,CUST15,Europe,7,2024,0.39849624060150374
B083342NKJ,349.0,ORD16,2023-03-29,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,399.0,13,4.4,18757.0,CUST16,South America,3,2023,0.87468671679198
B083342NKJ,349.0,ORD16,2023-03-29,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,399.0,13,4.4,18757.0,CUST16,South America,3,2023,0.87468671679198
B083342NKJ,349.0,ORD16,2023-03-29,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,399.0,13,4.4,18757.0,CUST16,South America,3,2023,0.87468671679198
B0B6F7LX4C,13999.0,ORD17,2023-06-24,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13999.0,24999.0,44,4.2,32840.0,CUST17,North America,6,2023,0.5599823992959718
B082LSVT4B,249.0,ORD18,2025-04-29,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,399.0,38,4.0,43994.0,CUST18,Asia,4,2025,0.6240601503759399
B082LSVT4B,249.0,ORD18,2025-04-29,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,399.0,38,4.0,43994.0,CUST18,Asia,4,2025,0.6240601503759399
B08WRBG3XW,199.0,ORD19,2024-06-21,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,499.0,60,4.1,13045.0,CUST19,North America,6,2024,0.39879759519038077
B08WRBG3XW,199.0,ORD19,2024-06-21,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,499.0,60,4.1,13045.0,CUST19,North America,6,2024,0.39879759519038077
B08DPLCM6T,13490.0,ORD20,2025-04-25,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13490.0,21990.0,39,4.3,11976.0,CUST20,Asia,4,2025,0.6134606639381537
B08DPLCM6T,13490.0,ORD20,2025-04-25,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13490.0,21990.0,39,4.3,11976.0,CUST20,Asia,4,2025,0.6134606639381537
B09C6HXFC1,970.0,ORD21,2023-03-14,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970.0,1799.0,46,4.5,815.0,CUST21,Europe,3,2023,0.5391884380211228
B09C6HXFC1,970.0,ORD21,2023-03-14,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970.0,1799.0,46,4.5,815.0,CUST21,Europe,3,2023,0.5391884380211228
B09C6HXFC1,970.0,ORD21,2023-03-14,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970.0,1799.0,46,4.5,815.0,CUST21,Europe,3,2023,0.5391884380211228
B085194JFL,279.0,ORD22,2025-02-16,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",279.0,499.0,44,3.7,10962.0,CUST22,Asia,2,2025,0.5591182364729459
B085194JFL,279.0,ORD22,2025-02-16,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",279.0,499.0,44,3.7,10962.0,CUST22,Asia,2,2025,0.5591182364729459
B09F6S8BT6,13490.0,ORD23,2023-04-26,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13490.0,22900.0,41,4.3,16299.0,CUST23,North America,4,2023,0.5890829694323144
B09F6S8BT6,13490.0,ORD23,2023-04-26,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13490.0,22900.0,41,4.3,16299.0,CUST23,North America,4,2023,0.5890829694323144
B09NHVCHS9,59.0,ORD24,2025-09-03,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59.0,199.0,70,4.0,9378.0,CUST24,Australia,9,2025,0.2964824120603015
B09NHVCHS9,59.0,ORD24,2025-09-03,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59.0,199.0,70,4.0,9377.0,CUST24,Australia,9,2025,0.2964824120603015
B09NHVCHS9,59.0,ORD24,2025-09-03,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59.0,199.0,70,4.0,9377.0,CUST24,Australia,9,2025,0.2964824120603015
B0B1YVCJ2Y,11499.0,ORD25,2025-01-25,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",11499.0,19990.0,42,4.3,4703.0,CUST25,Europe,1,2025,0.5752376188094047
B01M4GGIVU,199.0,ORD26,2026-12-26,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",199.0,699.0,72,4.2,12153.0,CUST26,Asia,12,2026,0.28469241773962806
B01M4GGIVU,199.0,ORD26,2026-12-26,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",199.0,699.0,72,4.2,12153.0,CUST26,Asia,12,2026,0.28469241773962806
B08B42LWKN,14999.0,ORD27,2024-03-24,OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",14999.0,19999.0,25,4.2,34899.0,CUST27,Australia,3,2024,0.7499874993749688
B094JNXNPV,299.0,ORD28,2025-04-30,"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,399.0,25,4.0,2766.0,CUST28,South America,4,2025,0.7493734335839599
B094JNXNPV,299.0,ORD28,2025-04-30,"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,399.0,25,4.0,2766.0,CUST28,South America,4,2025,0.7493734335839599
B09W5XR9RT,970.0,ORD29,2023-04-10,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970.0,1999.0,51,4.4,184.0,CUST29,South America,4,2023,0.4852426213106553
B09W5XR9RT,970.0,ORD29,2023-04-10,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970.0,1999.0,51,4.4,184.0,CUST29,South America,4,2023,0.4852426213106553
B09W5XR9RT,970.0,ORD29,2023-04-10,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970.0,1999.0,51,4.4,184.0,CUST29,South America,4,2023,0.4852426213106553
B077Z65HSD,299.0,ORD30,2026-04-16,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,999.0,70,4.3,20850.0,CUST30,Asia,4,2026,0.2992992992992993
B077Z65HSD,299.0,ORD30,2026-04-16,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,999.0,70,4.3,20850.0,CUST30,Asia,4,2026,0.2992992992992993
B077Z65HSD,299.0,ORD30,2026-04-16,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,999.0,70,4.3,20850.0,CUST30,Asia,4,2026,0.2992992992992993
B00NH11PEY,199.0,ORD31,2025-01-25,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,750.0,73,4.5,74976.0,CUST31,Europe,1,2025,0.2653333333333333
B00NH11PEY,199.0,ORD31,2025-01-25,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,750.0,73,4.5,74976.0,CUST31,Europe,1,2025,0.2653333333333333
B09CMM3VGK,179.0,ORD32,2025-03-08,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179.0,499.0,64,4.0,1934.0,CUST32,North America,3,2025,0.3587174348697395
B09CMM3VGK,179.0,ORD32,2025-03-08,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179.0,499.0,64,4.0,1933.0,CUST32,North America,3,2025,0.3587174348697395
B08QSC1XY8,389.0,ORD33,2024-10-21,"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,389.0,1099.0,65,4.3,974.0,CUST33,South America,10,2024,0.353958143767061
B08QSC1XY8,389.0,ORD33,2024-10-21,"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,389.0,1099.0,65,4.3,974.0,CUST33,South America,10,2024,0.353958143767061
B008FWZGSG,599.0,ORD34,2026-03-17,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599.0,599.0,0,4.3,355.0,CUST34,Australia,3,2026,1.0
B008FWZGSG,599.0,ORD34,2026-03-17,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599.0,599.0,0,4.3,355.0,CUST34,Australia,3,2026,1.0
